WARNING:root:DB server started with /apps/openquake/3.3.2/oqenv/bin/python3.6 on tcp://10.9.65.39:1908, pid 50648
[2019-07-04 09:09:27,546 #2 INFO] Processed source model 8 with 294 gsim path(s) and 76 sources
[2019-07-04 09:09:27,609 #2 INFO] Processed source model 9 with 294 gsim path(s) and 70 sources
[2019-07-04 09:09:27,659 #2 INFO] Processed source model 10 with 294 gsim path(s) and 78 sources
[2019-07-04 09:09:27,718 #2 INFO] Processed source model 11 with 294 gsim path(s) and 72 sources
[2019-07-04 09:09:29,854 #2 INFO] Processed source model 12 with 294 gsim path(s) and 122912 sources
[2019-07-04 09:09:30,156 #2 INFO] Processed source model 13 with 294 gsim path(s) and 64 sources
[2019-07-04 09:09:32,362 #2 INFO] Processed source model 14 with 294 gsim path(s) and 120846 sources
[2019-07-04 09:09:34,611 #2 INFO] Processed source model 15 with 294 gsim path(s) and 102697 sources
[2019-07-04 09:09:36,607 #2 INFO] Processed source model 16 with 294 gsim path(s) and 103076 sources
[2019-07-04 09:09:38,970 #2 INFO] Processed source model 17 with 294 gsim path(s) and 121225 sources
[2019-07-04 09:09:41,205 #2 INFO] Processed source model 18 with 294 gsim path(s) and 123291 sources
[2019-07-04 09:09:42,627 #2 INFO] Processed source model 19 with 294 gsim path(s) and 66757 sources
[2019-07-04 09:09:42,811 #2 INFO] Processed source model 20 with 294 gsim path(s) and 188 sources
[2019-07-04 09:09:42,885 #2 INFO] The composite source model has 78,858,213 ruptures
[2019-07-04 09:09:47,890 #2 INFO] Splitting/filtering sources with RtreeFilter
[2019-07-04 09:11:27,608 #2 INFO] Received 68.86 MB from 1676 split_filter outputs in 69 seconds, biggest output=609.51 KB
[2019-07-04 09:11:36,411 #2 INFO] Using maxweight=546
[2019-07-04 09:11:56,248 #2 INFO] Sent 119795 sources in 854 tasks
[2019-07-04 09:11:57,913 #2 INFO] Sent 64.32 MB of data in 854 classical task(s)
[2019-07-04 09:11:58,181 #2 INFO] classical   1%
[2019-07-04 09:11:58,225 #2 INFO] classical   2%
[2019-07-04 09:11:58,301 #2 INFO] classical   3%
[2019-07-04 09:11:58,373 #2 INFO] classical   4%
[2019-07-04 09:11:58,437 #2 INFO] classical   5%
[2019-07-04 09:11:58,481 #2 INFO] classical   6%
[2019-07-04 09:11:58,587 #2 INFO] classical   7%
[2019-07-04 09:11:58,793 #2 INFO] classical   8%
[2019-07-04 09:11:58,851 #2 INFO] classical   9%
[2019-07-04 09:11:58,935 #2 INFO] classical  10%
[2019-07-04 09:11:58,988 #2 INFO] classical  11%
[2019-07-04 09:11:59,332 #2 INFO] classical  12%
[2019-07-04 09:11:59,863 #2 INFO] classical  13%
[2019-07-04 09:12:00,094 #2 INFO] classical  14%
[2019-07-04 09:12:00,323 #2 INFO] classical  15%
[2019-07-04 09:12:00,443 #2 INFO] classical  16%
[2019-07-04 09:12:00,569 #2 INFO] classical  17%
[2019-07-04 09:12:00,752 #2 INFO] classical  18%
[2019-07-04 09:12:00,957 #2 INFO] classical  19%
[2019-07-04 09:12:01,159 #2 INFO] classical  20%
[2019-07-04 09:12:01,218 #2 INFO] classical  21%
[2019-07-04 09:12:01,405 #2 INFO] classical  22%
[2019-07-04 09:12:01,658 #2 INFO] classical  23%
[2019-07-04 09:12:01,886 #2 INFO] classical  24%
[2019-07-04 09:12:01,959 #2 INFO] classical  25%
[2019-07-04 09:12:02,103 #2 INFO] classical  26%
[2019-07-04 09:12:02,380 #2 INFO] classical  27%
[2019-07-04 09:12:02,620 #2 INFO] classical  28%
[2019-07-04 09:12:02,741 #2 INFO] classical  29%
[2019-07-04 09:12:02,796 #2 INFO] classical  30%
[2019-07-04 09:12:02,907 #2 INFO] classical  31%
[2019-07-04 09:12:02,953 #2 INFO] classical  32%
[2019-07-04 09:12:03,051 #2 INFO] classical  33%
[2019-07-04 09:12:03,103 #2 INFO] classical  34%
[2019-07-04 09:12:03,212 #2 INFO] classical  35%
[2019-07-04 09:12:03,362 #2 INFO] classical  36%
[2019-07-04 09:12:03,552 #2 INFO] classical  37%
[2019-07-04 09:12:03,658 #2 INFO] classical  38%
[2019-07-04 09:12:03,805 #2 INFO] classical  39%
[2019-07-04 09:12:03,979 #2 INFO] classical  40%
[2019-07-04 09:12:04,025 #2 INFO] classical  41%
[2019-07-04 09:12:04,175 #2 INFO] classical  42%
[2019-07-04 09:12:04,274 #2 INFO] classical  43%
[2019-07-04 09:12:04,434 #2 INFO] classical  44%
[2019-07-04 09:12:04,665 #2 INFO] classical  45%
[2019-07-04 09:12:05,070 #2 INFO] classical  46%
[2019-07-04 09:12:05,996 #2 INFO] classical  47%
[2019-07-04 09:12:07,525 #2 INFO] classical  48%
[2019-07-04 09:12:08,383 #2 INFO] classical  49%
[2019-07-04 09:12:09,219 #2 INFO] classical  50%
[2019-07-04 09:12:10,002 #2 INFO] classical  51%
[2019-07-04 09:12:10,347 #2 INFO] classical  52%
[2019-07-04 09:12:10,848 #2 INFO] classical  53%
[2019-07-04 09:12:11,090 #2 INFO] classical  54%
[2019-07-04 09:12:11,361 #2 INFO] classical  55%
[2019-07-04 09:12:12,014 #2 INFO] classical  56%
[2019-07-04 09:12:12,278 #2 INFO] classical  57%
[2019-07-04 09:12:12,974 #2 INFO] classical  58%
[2019-07-04 09:12:13,278 #2 INFO] classical  59%
[2019-07-04 09:12:13,586 #2 INFO] classical  60%
[2019-07-04 09:12:13,923 #2 INFO] classical  61%
[2019-07-04 09:12:14,577 #2 INFO] classical  62%
[2019-07-04 09:12:14,766 #2 INFO] classical  63%
[2019-07-04 09:12:14,808 #2 INFO] classical  64%
[2019-07-04 09:12:14,913 #2 INFO] classical  65%
[2019-07-04 09:12:15,120 #2 INFO] classical  66%
[2019-07-04 09:12:15,409 #2 INFO] classical  67%
[2019-07-04 09:12:15,594 #2 INFO] classical  68%
[2019-07-04 09:12:15,902 #2 INFO] classical  69%
[2019-07-04 09:12:16,370 #2 INFO] classical  70%
[2019-07-04 09:12:16,504 #2 INFO] classical  71%
[2019-07-04 09:12:16,623 #2 INFO] classical  72%
[2019-07-04 09:12:16,766 #2 INFO] classical  73%
[2019-07-04 09:12:17,047 #2 INFO] classical  74%
[2019-07-04 09:12:17,312 #2 INFO] classical  75%
[2019-07-04 09:12:17,614 #2 INFO] classical  76%
[2019-07-04 09:12:17,852 #2 INFO] classical  77%
[2019-07-04 09:12:18,000 #2 INFO] classical  78%
[2019-07-04 09:12:18,158 #2 INFO] classical  79%
[2019-07-04 09:12:18,347 #2 INFO] classical  80%
[2019-07-04 09:12:18,958 #2 INFO] classical  81%
[2019-07-04 09:12:19,053 #2 INFO] classical  82%
[2019-07-04 09:12:19,169 #2 INFO] classical  83%
[2019-07-04 09:12:19,259 #2 INFO] classical  84%
[2019-07-04 09:12:19,427 #2 INFO] classical  85%
[2019-07-04 09:12:19,568 #2 INFO] classical  86%
[2019-07-04 09:12:19,856 #2 INFO] classical  87%
[2019-07-04 09:12:20,073 #2 INFO] classical  88%
[2019-07-04 09:12:20,485 #2 INFO] classical  89%
[2019-07-04 09:12:21,085 #2 INFO] classical  90%
[2019-07-04 09:12:21,345 #2 INFO] classical  91%
[2019-07-04 09:12:21,702 #2 INFO] classical  92%
[2019-07-04 09:12:22,146 #2 INFO] classical  93%
[2019-07-04 09:12:22,954 #2 INFO] classical  94%
[2019-07-04 09:12:23,726 #2 INFO] classical  95%
[2019-07-04 09:12:24,431 #2 INFO] classical  96%
[2019-07-04 09:12:25,224 #2 INFO] classical  97%
[2019-07-04 09:12:26,171 #2 INFO] classical  98%
[2019-07-04 09:12:26,766 #2 INFO] classical  99%
[2019-07-04 09:12:28,470 #2 INFO] classical 100%
[2019-07-04 09:12:28,595 #2 INFO] Received 5.29 MB from 854 classical outputs in 31 seconds, biggest output=13.05 KB
[2019-07-04 09:12:28,663 #2 INFO] Received {'pmap': '1.39 MB', 'calc_times': '3.96 MB', 'eff_ruptures': '64.37 KB'}
[2019-07-04 09:12:32,565 #2 INFO] Effective sites per task: 0
[2019-07-04 09:12:33,118 #2 INFO] Building hazard statistics
[2019-07-04 09:12:35,187 #2 INFO] Sent 205.5 KB of data in 1 build_hazard_stats task(s)
[2019-07-04 09:12:35,395 #2 INFO] build_hazard_stats 100%
[2019-07-04 09:12:35,477 #2 INFO] Received 555 B from 1 build_hazard_stats outputs in 2 seconds, biggest output=555 B
[2019-07-04 09:12:35,572 #2 INFO] Received {('hcurves', 'mean'): '533 B'}
[2019-07-04 09:12:38,246 #2 INFO] exported hcurves: ['/short/y57/hxr547/York/PSHA_PGA/hazard_curve-mean-PGA_2.csv']
[2019-07-04 09:12:38,532 #2 INFO] Exposing the outputs to the database
[2019-07-04 09:12:42,177 #2 INFO] Calculation 2 finished correctly in 350 seconds
  id | name
   1 | Full Report
   2 | Hazard Curves
   3 | Input Files
   4 | Realizations
   5 | Seismic Source Groups
